HouseholdID	CountryID	MPAID	SettlementID	InterviewYear	YearsResident	TimeMarket	PaternalEthnicity	Religion	PrimaryLivelihood	SecondaryLivelihood	TertiaryLivelihood	FreqFish	FreqSaleFish	PercentIncomeFish	FreqEatFish	PercentProteinFish	MajorFishTechnique	EconomicStatusTrend	EconomicStatusReason	EconomicStatusReasonEnglish	AssetCar	AssetTruck	AssetCarTruck	AssetBicycle	AssetMotorcycle	AssetBoatNoMotor	AssetBoatOutboard	AssetBoatInboard	AssetLandlinePhone	AssetCellPhone	AssetPhoneCombined	AssetTV	AssetRadio	AssetStereo	AssetCD	AssetDVD	AssetEntertain	AssetSatellite	AssetGenerator	CookingFuel	HouseholdDeath	HouseholdBirth	FSNotEnough	FSDidNotLast	FSBalancedDiet	FSAdultSkip	FSFreqAdultSkip	FSEatLess	FSHungry	FSChildPortion	FSLowCostFood	FSChildSkip	FSFreqChildSkip	FSNoMealChild	RightsAccess	RightsHarvest	RightsManage	RightsExclude	RightsTransfer	SocialConflict	MarineGroup	NumberMarineGroup	OtherGroup	NumberOtherGroup	VoteDistrict	VoteNational	NumLocalThreat	NumGlobalThreat	NumLocalAction	NumGlobalAction	PlaceHappy	PlaceFavourite	PlaceMiss	PlaceBest	PlaceFishHere	PlaceBeMyself
71	360	1	3	2010	29	993	AMBEL-MAYA	1	2	3	2	993	5	1	2	4	1	4	Pendapatan dari hasil jual teripang meningkat karena harga jual dari teripang di pasar naik  		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	2	0	0	3	0	0	3	3	3	0	998	0	0	0	993	993	993	993	1	1	1	1	1	5	1		1		1	1	1	2	0	1	5	5	5	5	5	5
72	360	1	3	2010	35	993	AMBEL-MAYA	1	2	3	1	993	5	1	2	5	1	3	Penghasilan tidak beruba dan cukup untuk kebutuhan hari-hari 		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	1	0	0	3	0	1	2	2	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	3	3	1	1	2	2	3	4	5	3
73	360	1	3	2010	43	993	AMBEL-MAYA	1	2	3	1	993	4	2	1	4	1	4	Hasil pendapatan meningkat dan karena pemekara distrik sehingga perhatian pemerinta bisa dirasakan oleh masyarakat seperti dana Otsus untuk membangun perumahan dan raskin 		993	993	0	0	0	1	2	0	993	993	0	0	993	993	993	993	1	0	0	3	0	1	2	2	2	1	3	0	0	1	993	993	993	993	1	1	1	1	0	5	1		1		1	1	2	2	2	1	5	5	5	5	5	5
74	360	1	3	2010	35	993	AMBEL-MAYA	1	2	1	3	993	5	1	2	5	1	3	997		993	993	0	0	0	2	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	1	0		1		1	1	0	0	0	0	5	5	3	5	5	5
75	360	1	3	2010	10	993	AMBEL-MAYA	1	2	3	1	993	2	3	1	4	1	3	karena penghasilan yang tidak selalu menentu dari waktu ke waktu		993	993	0	0	0	1		0	993	993	1	0	993	993	993	993	0	0	0	3	1	1	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	0	1		1		1	1	3	4	2	1	5	5	5	5	5	5
76	360	1	3	2010	49	993	AMBEL-MAYA	1	2	3	1	993	3	3	1	4	1	3	Hasil pendapatan tidak berubah lagi		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	2	3	2	0	998	1	1	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	3	3	1	1	5	5	5	5	5	5
77	360	1	3	2010	37	993	AMBEL-MAYA	1	2	3	1	993	5	1	2	4	1	4	pendapatan bertambah karena harga jual teripang naik		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	2	0	0	1	0	1	2	2	2	1	3	0	0	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	4	2	1	1	5	5	5	5	5	5
78	360	1	4	2010	5	993	MAYA	1	996	3	998	993	5	1	2	3	1	3	Karena kehidupan ekonomi responden tergantung dari pihak Dinas (Pemerintah) dan Pemberian gaji biasanya lambat. 		993	993	0	0	0	1	0	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	0	0	5	0		1		1	1	2	2	1	1	5	5	5	5	5	5
79	360	1	10	2010	70	993	BIAK	1	7	1	3	993	5	1	2	4	1	3	Tergantung Mata Pencarian ( Proyek )		993	993	0	0	0	1	3	0	993	993	4	0	993	993	993	993	3	0	0	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	3	3		3	5	5	3	5	5	5
80	360	1	10	2010	9	993	AMBEL	1	2	1	3	993	5	1	2	4	1	3	karena faktor usia yang semakin tua sehingga tidak mampu bekerja dan menghasilkan uang.		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		1		1	1	1	2		1	4	4	5	4	5	4
81	360	1	10	2010	5	993	AMBEL-MAYA	1	3	2	1	993	5	1	2	4	1	4	Dapat tambahan penghasilah dari kios tahun ini		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	0	0	0	3	0	1	2	2	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	5	1		0		1	1	3	3		1	5	5	5	5	5	5
82	360	1	10	2010	5	993	AMBEL	1	3	1	2	993	2	3	2	4	1	4	karena pendapatan/penghasilan yang diperoleh tidak tetap dan pendapatan yang diperoleh sama dengan biaya kebutuhan keluarga		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	1	1	0	3	0	1	3	3	2	1	3	0	0	0	993	993	993	993	1	1	1	1	0	1	1		1		1	1	3	3		1	5	5	5	5	5	5
83	360	1	10	2010	8	993	BIAK	1	2	3	1	993	5	1	2	4	1	3	997		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	3	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		1		1	1	1	2		1	5	5	5	5	5	5
84	360	1	10	2010	1	993	BIAK	1	3	7	996	993	5	1	1	4	1	4	karena ada tambahan penghasilan dari proyek pembangunan jalan yang masuk ke kampung.		993	993	0	0	0	2	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	1	2	2	1	2	1	0	0	993	993	993	993	1	1	0	0	0	3	0		1		998	1	4	4		3	5	5	5	5	5	5
85	360	1	4	2010	30	993	MAYA	1	2	1	3	993	2	2	2	4	1	3	Karena hasil tergantung alam  dan kemampuan terbatas untuk mendapatkan hasil yang lebih.		993	993	0	0	0	2	3	0	993	993	0	0	993	993	993	993	1	0	0	3	1	1	2	2	2	1	3	1	0	1	993	993	993	993	1	1	1	1	0	0	0		1		1	1	1	1	1	0	5	5	5	5	5	5
86	360	1	4	2010	51	993	MAYA	1	2	1	3	993	3	2	1	5	1	4	Karena penghasilan meningkat dari hasil penjualan sagu		993	993	0	0	0	2	4	2	993	993	2	1	993	993	993	993	5	1	3	3	0	1	2	2	2	1	3	1	1	1	993	993	993	993	1	1	1	1	0	5	1		0		1	1	4	4	1	1	4	4	5	3	5	5
87	360	1	4	2010	54	993	FAKFAK	1	2	1	3	993	5	1	1	5	1	4	karena pendapatan keluarga dan hasil penjualan sagu dan teripang meningkat.		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	2	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	1		1		1	1	3	4	1	1	5	5	5	5	5	5
88	360	1	4	2010	39	993	FAKFAK	1	2	3	1	993	2	2	2	5	1	3	"Keadaan ekonomi naik turun, selain itu tempat pemasaran hasil ikan, teripang dan sagu jauh dari kampung dan membutuhkan biaya BBM untuk ke tempat penjualan waisai. "		993	993	0	0	0	0	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	2	2	2	1	2	1	1	1	993	993	993	993	1	1	0	0	0	3	0		1		1	1	4	4	1	1	5	5	5	5	5	5
89	360	1	4	2010	48	993	MAYA	1	2	3	1	993	3	2	1	4	1	5	Penghasilan meningkat karena ada pasaran untuk hasil laut		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	6	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	1	2	1	0	5	5	5	5	5	5
90	360	1	4	2010	59	993	MAYA	1	2	1	3	993	5	1	1	5	1	3	karena penghasilan hanya untuk kebutuhan pendidikan anak selain itu dalam keluarga responden tidak ada kepala keluarga.		993	993	0	0	0	2	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	2	1	1	1	5	5	5	5	5	5
91	360	1	4	2010	41	993	MAYA	1	2	1	3	993	2	3	1	3	1	3	Karena penghasilan kadang naik kadang turun 		993	993	0	0	0	3	1	0	993	993	0	1	993	993	993	993	7	0	1	3	0	0	2	2	2	1	2	1	1	1	993	993	993	993	1	1	1	1	0	5	1		1		1	1	3	3	2	2	5	5	5	5	5	5
92	360	1	4	2010	997	993	MAYA	1	998	998	998	993	998	998	998	998	998	3	Karena usia yang sudah sangat tua (Umur 80 tahun)		993	993	0	0	0	0	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	1	0	993	993	993	993	1	1	1	0	0	997	0		0		1	1	1	0	0	0	5	5	5	5	4	5
93	360	1	4	2010	9	993	MAYA	1	2	3	1	993	2	2	2	4	1	2	Karena mata pencaharian terbatas dan hasil terbatas		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	2	2	2	1	3	0	0	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	1	0	1	0	5	5	5	5	5	5
94	360	1	4	2010	25	993	MAYA	1	2	3	1	993	1	1	2	4	1	3	Penghasilan naik turun tergantung hasil tangkapan		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	3	1	1	0	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	3	3	0	0	5	5	5	5	5	5
95	360	1	4	2010	42	993	MAYA	1	2	1	3	993	4	2	2	5	1	5	Karena hasil dari tokok sagu meningkat		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	4	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	3	3	1	1	5	5	5	5	4	5
96	360	1	5	2010	15	993	AMBEL-MAYA	1	1	2	3	993	5	1	2	5	1	4	pendapatan meningkat dari hasil jual bodi perahu		993	993	0	0	0	0	2	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	3	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		1		1	1	3	3	2	2	5	5	3	5	5	5
97	360	1	5	2010	14	993	AMBEL-MAYA	1	2	1	3	993	3	2	2	3	1	3	Faktor usia : Sehingga tidak mampu mendapatkan hasil laut yang lebih untuk dijual.		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	2	2	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	0	3	1	1	5	5	4	5	5	5
98	360	1	5	2010	16	993	BIAK-BESER	1	1	2	3	993	3	2	2	4	1	4	"penghasilan meningkat dari hasil laut, hasil kebun (tani), dan dari hasil tokok sagu."		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	1	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	4	4	3	3	5	4	4	4	5	5
99	360	1	5	2010	16	993	AMBEL-MAYA	1	2	3	1	993	2	3	2	4	2	4	Pendapatan dari hasil laut dan tokok sagu meningkat		993	993	0	0	0	1	0	0	993	993	0	0	993	993	993	993	2	0	0	3	0	0	1	2	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	1		1		1	1	0	0	0	0	5	5	5	5	5	5
100	360	1	5	2010	10	993	AMBEL-MAYA	1	3	2	1	993	1	4	2	4	1	4	hasil laut meningkat sehingga pendapatan juga meningkat		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	1	1	0	3	0	1	3	3	2	0	998	0	1	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	2	2	0	0	5	5	5	4	5	5
171	360	1	6	2010	54	993	MAYA	2	3	7	998	993	2	3	1	5	1	4	Hasil tangkapan meningkat		993	993	0	0	0	3	2	0	993	993	1	1	993	993	993	993	2	1	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	0	0	998	0		1		1	0	2	2	1	1	5	5	5	5	5	5
172	360	1	6	2010	39	993	MAYA	2	3	998	998	993	2	5	2	3	1	4	Penghasilan bertambah dari hasil menangkap ikan		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	3	1	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	2	2	1	1	5	5	5	5	5	5
173	360	1	6	2010	997	993	AREFI	2	3	1	7	993	2	5	1	5	1	3	Tidak ada bantuan dan perhatina dari pemerintah kampung dan juga masyarakat		993	993	0	0	0	2	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	2	1	0	998	0	0	0	993	993	993	993	1	1	0	0	0	998	0		1		1	1	1	0	0	0	5	5	5	5	5	5
174	360	1	6	2010	52	993	MAYA	2	3	998	998	993	2	5	2	4	1	4	Ada bantuan Raskin dari pemerintah		993	993	0	0	0	2	0	0	993	993	0	0	993	993	993	993	0	0	0	3	1	1	1	1	2	1	2	1	0	1	993	993	993	993	1	1	0	1	0	5	0		1		1	1	2	2	1	1	5	5	5	5	5	5
175	360	1	6	2010	47	993	KEY	2	3	2	998	993	3	3	1	4	1	4	Pendapatan meningkat dari hasil menjual ikan		993	993	0	0	0	1	2	0	993	993	0	2	993	993	993	993	1	1	1	3	1	1	3	3	3	1	3	1	0	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	4	4	1	1	5	5	5	5	3	5
176	360	1	7	2010	16	993	BIAK	1	3	2	5	993	2	4	2	4	1	2	"Penghasilan dari hasil laut, kadang naik dan kadang turun "		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	1	0	0	3	0	1	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	2	2	1	1	5	5	5	5	5	5
177	360	1	7	2010	19	993	BIAK-SOWEK	1	3	1	2	993	5	1	2	5	1	3	Tergantung pendapatan keluarga		993	993	0	0	0	0	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	2	2	2	1	3	0	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	0	3	3	0	0	5	5	4	5	5	5
178	360	1	7	2010	50	993	BIAK	1	1	996	997	993	998	998	998	998	998	4	Karena tenaga sudah mulai menurun atau tidak dapat hasil laut lebih 		993	993	0	0	0	1	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	0	0	0	0	3	0		0		1	1	0	0	0	0	5	5	998	4	3	5
179	360	1	7	2010	2	993	BIAK	1	2	3	1	993	4	3	2	3	1	3	Penghasilan tetap sama dan pasaran untuk hasil laut jauh sehingga butuh BBM yang lebih besar.		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	0	0	1	3	0	1	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	4	4	2	1	5	5	5	5	5	5
180	360	1	7	2010	1	993	BIAK	1	996	1	5	993	5	1	2	5	1	4	998		993	993	998	0	0	1	1	1	993	993	998	1	993	993	993	993	998	0	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	0	0	0	5	0		0		1	1	6	5	2	1	5	5	5	5	5	5
101	360	1	5	2010	15	993	AMBEL-MAYA	1	3	1	2	993	4	4	2	4	2	4	Penghasilan meningkat dari hasli penjualan teripang		993	993	0	0	0	1	2	0	993	993	2	1	993	993	993	993	4	1	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	4	5	2	1	5	5	5	5	5	5
102	360	1	5	2010	16	993	AMBEL-MAYA	1	2	1	3	993	3	3	2	5	1	3	kehidupan ekonomi rumah tangga bergantung kepada hasil dari mata pencaharian (Hasil laut dan Sagu)		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	1	3	0	0	3	3	3	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	3	3	3	2	4	4	5	5	5	5
103	360	1	5	2010	3	993	AMBEL-MAYA	1	3	1	2	993	4	4	1	5	1	3	Pengeluaran pada tahun ini sangat besar. Pengeluaran-pengeluaran untuk kegiatan-kegiatan yang ada di kampung.		993	993	0	0	0	2	2	0	993	993	1	2	993	993	993	993	7	1	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	2	0	1	0	5	4	5	5	5	5
104	360	1	5	2010	8	993	AMBEL-MAYA	1	3	1	2	993	5	1	2	4	1	4	hasil laut (teripang) meningkat dari adanya sasi (pembukaan sasi) sehingga pendapatan keluarga dari teripang meningkat.		993	993	0	0	0	2	2	0	993	993	1	1	993	993	993	993	2	1	1	3	0	1	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	2	2	2	2	5	5	5	5	5	5
105	360	1	5	2010	4	993	BIAK-BESER	1	1	3	998	993	5	1	2	4	1	4	kebutuhan keluarga dipenuhi oleh anak-anak yang sudah bekerja		993	993	0	0	0	0	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	2	2	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	2	2	1	1	5	5	5	5	5	5
106	360	1	5	2010	16	993	AMBEL-MAYA	1	1	2	3	993	5	1	2	4	1	2	Pendapatan keluarga berkurang karena pendapatan keluarga hanya berasal dari hasil sagu dan hasil kebun.		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	0	0	0	3	1	1	1	1	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	1	0		0		1	1	6	6	1	1	4	2	4	2	5	5
107	360	1	5	2010	16	993	AMBEL-MAYA	1	2	1	3	993	2	4	2	4	1	3	999		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	5	0	1	3	0	0	2	2	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	997	0		1		1	1	2	3	2	0	4	5	5	5	5	5
108	360	1	5	2010	10	993	BIAK-BESER	1	2	1	1	993	4	3	2	4	1	4	ada bantuan beras grastis (RASKIN) untuk masyarakat kampung kemudian ada hasil kebun yang bisa memenuhi kebutuhan makan dalam rumah setiap hari.		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		1		1	1	2	3	1	2	4	4	3	4	5	5
109	360	1	5	2010	5	993	AMBON-MALUKU	1	7	998	998	993	998	998	998	998	998	2	banyak tanggungan keluarga yang harus dibiayai yang ada disorong.		993	993	0	0	0	0	0	0	993	993	0	1	993	993	993	993	0	0	0	3	0	0	2	2	2	0	998	0	0	0	993	993	993	993	1	0	0	0	0	5	0		1		0	1	3	3	2	1	998	998	998	998	998	998
110	360	1	5	2010	11	993	AMBEL-MAYA	1	2	1	3	993	3	2	2	4	1	4	banyak penghasilan tambahan dari luar (Operator sensor kayu)		993	993	0	0	0	3	2	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	1		0		1	1	3	3	2	2	5	5	5	5	5	5
111	360	1	5	2010	15	993	MALUKU-TERNATE	2	2	3	998	993	5	1	2	4	1	3	Bergantung terhadap mata pencaharian (hasil usaha)		993	993	0	0	0	0	0	0	993	993	0	1	993	993	993	993	4	0	0	3	0	0	2	2	2	1	3	0	0	0	993	993	993	993	1	1	0	0	0	3	0		0		1	1	1	1	1	1	4	4	4	3	5	5
112	360	1	5	2010	20	993	AMBEL-MAYA	1	3	1	998	993	5	1	2	5	1	4	Hasil teripang membantu perekonomian keluarga di tahun ini.		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	7	0	1	3	0	1	2	2	2	1	3	0	0	0	993	993	993	993	1	1	1	1	0	4	0		1		1	1	2	3	1	1	5	5	5	5	5	5
113	360	1	5	2010	11	993	AMBEL-MAYA	1	3	1	998	993	4	4	2	4	1	3	999		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	5	1	1	3	0	0	2	2	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	5	0		0		1	1	2	3	1	0	4	4	4	5	5	2
114	360	1	5	2010	3	993	BIAK	1	7	1	998	993	998		998	998	998	5	"pengeluaran sedikit karena di kampung, masyarkat memberikan makanan/hasil kebun dan laut untuk setiap guru yang mengajar dikampung."		993	993	0	0	0	1	0	0	993	993	2	1	993	993	993	993	5	1	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	0	1	1	0	1	0		1		1	1	3	4	1	1	4	4	998	998	998	998
115	360	1	5	2010	20	993	AMBEL-MAYA	1	3	2	998	993	5	2	2	5	1	3	keuangan keluarga bergantung kepada mata pencaharian (hasil laut).		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	3	0	0	3	0	0	3	3	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	3	3	1	1	5	5	5	5	5	5
116	360	1	5	2010	17	993	AMBEL-MAYA	1	2	3	1	993	4	2	2	2	1	4	pendapatan meningkat dari hasil laut		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	3	0	0	3	0	0	2	2	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	2	3	1	1	5	5	5	5	5	5
117	360	1	5	2010	16	993	AMBEL-MAYA	1	2	3	1	993	3	4	2	4	1	4	999		993	993	0	0	0	1	1	0	993	993	0	1	993	993	993	993	2	0	0	3	0	1	2	2	2	1	3	1	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	3	3	2	2	5	5	4	5	4	5
118	360	1	5	2010	5	993	AMBEL-MAYA	1	1	2	3	993	3	2	2	4	1	2	penghasilan menurun sebagai akibat dari hasil kebun terkena banjir		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	4	0	0	3	0	0	1	1	2	1	1	1	0	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	4	5	1	0	5	5	5	5	5	5
119	360	1	5	2010	15	993	AMBEL-MAYA	1	2	3	1	993	2	3	1	4	1	2	hasil laut menurun akibatnya pendapatan juga berkurang.		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	0		0		1	1	1	2	1	0	5	5	5	5	5	5
120	360	1	5	2010	11	993	AMBEL-MAYA	1	3	2	1	993	3	3	2	4	1	3	karena tidak mengalami kesakitan dan tidak mengalami kekurangan		993	993	0	0	0	2	0	0	993	993	0	1	993	993	993	993	0	0	0	3	0	1	2	2	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	2	0		1		1	1	4	4	1	1	4	5	5	5	5	5
121	360	1	5	2010	20	993	AMBEL-MAYA	1	2	3	1	993	2	3	2	4	2	4	pengasilan meningkat dari hasil teripang		993	993	0	0	0	2	4	0	993	993	0	1	993	993	993	993	9	0	2	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	2	1	2	0	5	5	5	5	5	5
122	360	1	5	2010	12	993	AMBEL-MAYA	1	2	1	3	993	3	3	1	4	1	4	penghasilan meningkat dari hasil kebun dan hasil tokok sagu.		993	993	0	0	0	1	1	0	993	993	0	0	993	993	993	993	1	0	0	3	0	0	2	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	4	5	3	3	4	4	4	4	5	5
123	360	1	5	2010	13	993	AMBEL-MAYA	1	1	2	3	993	5	1	2	5	1	4	karena mendapat bantuan dari pemerintah berupa beras gratis (raskin) sehingga dapat menghemat pengeluaran rumah tangga.		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	2	1	1	3	0	0	2	2	2	1	3	0	0	0	993	993	993	993	1	1	0	0	0	3	0		998		1	1	4	4	1	1	4	4	4	4	5	2
124	360	1	5	2010	8	993	BIAK-NUMFOR	1	2	3	1	993	5	1	2	5	1	2	pengeluaran tahun ini lebih banyak untuk biaya pengobatan.		993	993	0	0	0	2	1	0	993	993	1	1	993	993	993	993	2	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	2	2	1	1	5	5	5	5	5	5
125	360	1	5	2010	17	993	AMBEL-MAYA	1	3	2	1	993	5	2	2	5	1	2	"penghasilan keluarga menurun, karena hasil yang dijual cm teripang saja sedangkan ikan dan hasil kebun tidak dijual."		993	993	0	0	0	1	0	0	993	993	0	1	993	993	993	993	1	0	0	3	0	0	2	2	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	4	3	2	2	3	5	5	5	5	5
126	360	1	5	2010	17	993	AMBEL-MAYA	1	1	2	3	993	5	1	2	4	1	4	"penghasilan keluarga meningkat dari hasil usah kebun, sehingga ada sebagian penghasilan yang bisa ditabung."		993	993	0	0	0	1	2	0	993	993	0	1	993	993	993	993	4	0	3	3	0	0	2	2	2	1	3	1	0	0	993	993	993	993	1	1	0	0	0	5	0		1		1	1	2	2	1	1	4	4	4	4	5	5
127	360	1	5	2010	16	993	AMBEL-MAYA	1	2	3	1	993	3	2	2	4	1	3	"kehidupan/ekonomi rumah tangga hanya bergantung kepada hasil laut, tokok sagu, dan berkebun."		993	993	0	0	0	1	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	1	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	3	3	1	1	5	4	5	5	5	5
128	360	1	6	2010	10	993	BATAK	2	7	3	1	993	2	3	1	3	1	4	Mendapat penghasilan tambahan dari keg. Tim Penggerak Pengelola Kampung		993	993	0	0	0	1	0	0	993	993	2	0	993	993	993	993	0	1	1	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	3	1		1		1	1	4	4	3	3	3	3	4	5	5	3
129	360	1	6	2010	41	993	MAYA	2	3	998	998	993	1	5	2	4	1	2	"Ada anggota keluarga yang sakit, kepala keluarga tidak ada dan hasil tangkapan menurun"		993	993	0	0	0	0	0	0	993	993	0	0	993	993	993	993	0	0	0	3	0	0	2	2	2	1	1	1	0	1	993	993	993	993	1	1	1	1	0	5	0		1		1	1	3	3	2	2	5	5	5	5	5	5
130	360	1	6	2010	30	993	MAYA	2	3	998	998	993	2	5	2	4	1	3	999		993	993	0	0	0	1	0	1	993	993	0	0	993	993	993	993	0	0	0	3	0	0	3	3	2	0	998	0	0	0	993	993	993	993	1	1	1	1	0	5	0		1		1	1	0	0	0	0	5	5	5	5	5	5
131	360	1	6	2010	45	993	MAYA	2	3	1	998	993	3	5	1	4	1	2	Tidak mempunyai alat transportasi sendiri sehingga hasil tangkpaan hanya dijual dipedagang pengumpul dengan harga murah dan tidak dapat dibawa langsung ke Waisai atau Sorong untuk dijual dengan harga lebih mahal		993	993	0	0	0	1	0	0	993	993	1	1	993	993	993	993	4	1	0	3	0	1	2	2	2	1	1	1	0	0	993	993	993	993	1	1	1	1	0	5	1		1		1	1	5	5	2	2	5	5	5	5	5	5
