Area,Area Id,Variable Name,Variable Id,Year,Value,Symbol
Latvia,119,Agricultural water withdrawal as % of total water withdrawal,4254,2002,20.76,E
Latvia,119,Agricultural water withdrawal as % of total water withdrawal,4254,2007,23.19,E
Latvia,119,Agricultural water withdrawal as % of total water withdrawal,4254,2012,15.68,E
Latvia,119,Agricultural water withdrawal as % of total water withdrawal,4254,2013,14.65,E
Lithuania,126,Agricultural water withdrawal as % of total water withdrawal,4254,1995,0.1838,
Lithuania,126,Agricultural water withdrawal as % of total water withdrawal,4254,2001,1.915,E
Lithuania,126,Agricultural water withdrawal as % of total water withdrawal,4254,2007,3.605,E
Lithuania,126,Agricultural water withdrawal as % of total water withdrawal,4254,2011,10.39,
Luxembourg,256,Agricultural water withdrawal as % of total water withdrawal,4254,1995,0.354,E
Luxembourg,256,Agricultural water withdrawal as % of total water withdrawal,4254,1999,0.3306,E
Luxembourg,256,Agricultural water withdrawal as % of total water withdrawal,4254,2012,0.4494,E
Luxembourg,256,Agricultural water withdrawal as % of total water withdrawal,4254,2013,0.6961,E
Malta,134,Agricultural water withdrawal as % of total water withdrawal,4254,1995,12.5,
Malta,134,Agricultural water withdrawal as % of total water withdrawal,4254,2002,35.13,K
Malta,134,Agricultural water withdrawal as % of total water withdrawal,4254,2007,36.45,K
Malta,134,Agricultural water withdrawal as % of total water withdrawal,4254,2012,60.4,E
Malta,134,Agricultural water withdrawal as % of total water withdrawal,4254,2013,64.02,E
Monaco,140,Agricultural water withdrawal as % of total water withdrawal,4254,1990,0,E
Monaco,140,Agricultural water withdrawal as % of total water withdrawal,4254,1997,0,E
Monaco,140,Agricultural water withdrawal as % of total water withdrawal,4254,2002,0,E
Monaco,140,Agricultural water withdrawal as % of total water withdrawal,4254,2007,0,E
Monaco,140,Agricultural water withdrawal as % of total water withdrawal,4254,2009,0,E
Montenegro,273,Agricultural water withdrawal as % of total water withdrawal,4254,2010,1.057,K
Netherlands,150,Agricultural water withdrawal as % of total water withdrawal,4254,1991,2.305,E
Netherlands,150,Agricultural water withdrawal as % of total water withdrawal,4254,1996,3.535,E
Netherlands,150,Agricultural water withdrawal as % of total water withdrawal,4254,2002,0.5901,E
Netherlands,150,Agricultural water withdrawal as % of total water withdrawal,4254,2007,0.6566,E
Netherlands,150,Agricultural water withdrawal as % of total water withdrawal,4254,2012,0.5616,E
Norway,162,Agricultural water withdrawal as % of total water withdrawal,4254,1996,30.17,E
Norway,162,Agricultural water withdrawal as % of total water withdrawal,4254,2002,33.68,E
Norway,162,Agricultural water withdrawal as % of total water withdrawal,4254,2007,27.92,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1970,16.63,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1975,12.28,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1980,8.744,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1985,9.787,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1992,10.23,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,1997,8.461,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,2002,9.446,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,2007,9.327,E
Poland,173,Agricultural water withdrawal as % of total water withdrawal,4254,2012,9.599,E
Portugal,174,Agricultural water withdrawal as % of total water withdrawal,4254,1991,59.3,E
Portugal,174,Agricultural water withdrawal as % of total water withdrawal,4254,1998,78.7,E
Republic of Moldova,146,Agricultural water withdrawal as % of total water withdrawal,4254,1992,39.48,
Republic of Moldova,146,Agricultural water withdrawal as % of total water withdrawal,4254,2007,3.38,I
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1970,35.45,
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1975,39.93,
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1980,36.12,
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1985,41.41,
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1990,44.59,
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,1997,23.92,
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,2002,12.93,K
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,2007,15.96,E
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,2012,16.86,E
Romania,183,Agricultural water withdrawal as % of total water withdrawal,4254,2013,17.68,E
Russian Federation,185,Agricultural water withdrawal as % of total water withdrawal,4254,1994,19.84,
Russian Federation,185,Agricultural water withdrawal as % of total water withdrawal,4254,2001,19.94,
Serbia,272,Agricultural water withdrawal as % of total water withdrawal,4254,2007,3.239,E
Serbia,272,Agricultural water withdrawal as % of total water withdrawal,4254,2012,2.517,E
Serbia,272,Agricultural water withdrawal as % of total water withdrawal,4254,2013,2.812,E
Slovakia,199,Agricultural water withdrawal as % of total water withdrawal,4254,1997,5.115,E
Slovakia,199,Agricultural water withdrawal as % of total water withdrawal,4254,2002,5.119,E
Slovakia,199,Agricultural water withdrawal as % of total water withdrawal,4254,2007,3.27,E
Slovakia,199,Agricultural water withdrawal as % of total water withdrawal,4254,2012,4.614,E
Slovakia,199,Agricultural water withdrawal as % of total water withdrawal,4254,2014,4.094,E
Slovenia,198,Agricultural water withdrawal as % of total water withdrawal,4254,2002,0.734,E
Slovenia,198,Agricultural water withdrawal as % of total water withdrawal,4254,2007,0.492,E
Slovenia,198,Agricultural water withdrawal as % of total water withdrawal,4254,2012,0.2478,E
Slovenia,198,Agricultural water withdrawal as % of total water withdrawal,4254,2013,0.3114,E
Spain,203,Agricultural water withdrawal as % of total water withdrawal,4254,1986,62.01,
Spain,203,Agricultural water withdrawal as % of total water withdrawal,4254,1991,64.23,E
Spain,203,Agricultural water withdrawal as % of total water withdrawal,4254,1997,67.66,E
Spain,203,Agricultural water withdrawal as % of total water withdrawal,4254,2002,64.11,E
Spain,203,Agricultural water withdrawal as % of total water withdrawal,4254,2007,65.17,E
Spain,203,Agricultural water withdrawal as % of total water withdrawal,4254,2012,68.19,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,1970,3.241,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,1975,3.313,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,1980,3.41,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,1992,5.853,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,1997,5.533,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,2002,5.045,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,2007,4.068,E
Sweden,210,Agricultural water withdrawal as % of total water withdrawal,4254,2010,3.644,E
Switzerland,211,Agricultural water withdrawal as % of total water withdrawal,4254,2002,1.986,K
Switzerland,211,Agricultural water withdrawal as % of total water withdrawal,4254,2012,7.985,E
The former Yugoslav Republic of Macedonia,154,Agricultural water withdrawal as % of total water withdrawal,4254,1996,68.55,
The former Yugoslav Republic of Macedonia,154,Agricultural water withdrawal as % of total water withdrawal,4254,2002,44.44,E
The former Yugoslav Republic of Macedonia,154,Agricultural water withdrawal as % of total water withdrawal,4254,2007,22.77,E
Ukraine,230,Agricultural water withdrawal as % of total water withdrawal,4254,1992,30.25,I
Ukraine,230,Agricultural water withdrawal as % of total water withdrawal,4254,2000,30.01,I
Ukraine,230,Agricultural water withdrawal as % of total water withdrawal,4254,2005,30.01,I
Ukraine,230,Agricultural water withdrawal as % of total water withdrawal,4254,2010,29.99,I
United Kingdom,229,Agricultural water withdrawal as % of total water withdrawal,4254,1990,5.544,E
United Kingdom,229,Agricultural water withdrawal as % of total water withdrawal,4254,1995,14.22,E
United Kingdom,229,Agricultural water withdrawal as % of total water withdrawal,4254,2002,8.273,K
United Kingdom,229,Agricultural water withdrawal as % of total water withdrawal,4254,2007,15.62,E
United Kingdom,229,Agricultural water withdrawal as % of total water withdrawal,4254,2012,12.77,E
Australia,10,Agricultural water withdrawal as % of total water withdrawal,4254,1996,69.85,E
Australia,10,Agricultural water withdrawal as % of total water withdrawal,4254,2001,69.26,
Australia,10,Agricultural water withdrawal as % of total water withdrawal,4254,2005,65.25,
Australia,10,Agricultural water withdrawal as % of total water withdrawal,4254,2012,59.84,
Australia,10,Agricultural water withdrawal as % of total water withdrawal,4254,2013,65.67,
Fiji,66,Agricultural water withdrawal as % of total water withdrawal,4254,1987,60,
Fiji,66,Agricultural water withdrawal as % of total water withdrawal,4254,2000,61.2,I
Fiji,66,Agricultural water withdrawal as % of total water withdrawal,4254,2005,58.89,I
New Zealand,156,Agricultural water withdrawal as % of total water withdrawal,4254,1985,44,
New Zealand,156,Agricultural water withdrawal as % of total water withdrawal,4254,2006,57.46,E
New Zealand,156,Agricultural water withdrawal as % of total water withdrawal,4254,2010,61.66,E
